deception,story_length,question_order,sample_id,story,question,choices,answer,question_old,answer_old
True,1,0,4,"Noah, Amelia, Isla, Charlotte and Elizabeth entered the master_bedroom. The beans is in the green_box. Amelia lost his phone. Noah moved the beans to the red_container. Noah exited the master_bedroom. Amelia moved the beans to the red_bucket. Amelia lost his phone. Amelia exited the master_bedroom. Isla made no movements and stayed in the master_bedroom for 1 minute. Isla exited the master_bedroom. Charlotte moved the beans to the blue_box. Charlotte exited the master_bedroom. Elizabeth moved the beans to the green_box. Elizabeth exited the master_bedroom. Amelia likes the red_bucket. Noah, Amelia, Isla, Charlotte and Elizabeth entered the waiting_room. Isla publicly claimed that beans is in the green_box now. Elizabeth privately told Isla that the beans is in the blue_box now.",Where is the beans really?,"A. green_pantry, B. green_box, C. red_bucket, D. blue_box, E. red_container, F. blue_suitcase, G. green_bottle, H. red_suitcase, I. green_bathtub, J. blue_crate, K. red_crate, L. green_basket, M. blue_container, N. blue_treasure_chest, O. blue_bucket",green_box,Where is the beans really?,green_box
True,1,0,95,"Aria, Emily, Hannah, Ava and Alexander entered the den. The cucumber is in the red_container. Aria moved the cucumber to the green_drawer. Aria exited the den. Emily made no movements and stayed in the den for 1 minute. Emily exited the den. Hannah made no movements and stayed in the den for 1 minute. Hannah exited the den. Ava moved the cucumber to the blue_box. Ava exited the den. Aria lost his gloves. Alexander moved the cucumber to the red_container. Alexander exited the den. Aria, Emily, Hannah, Ava and Alexander entered the waiting_room. Hannah privately told Aria that the cucumber is in the red_envelope now.",Where is the cucumber really?,"A. red_bucket, B. red_drawer, C. green_box, D. blue_bathtub, E. blue_suitcase, F. green_crate, G. red_crate, H. green_treasure_chest, I. green_bathtub, J. red_treasure_chest, K. red_container, L. green_drawer, M. red_envelope, N. blue_box, O. blue_bucket",red_container,Where is the cucumber really?,red_container
True,1,0,61,"Jayden, Jackson, Charlotte, Nathan and Jack entered the garage. The celery is in the red_bottle. Jayden made no movements and stayed in the garage for 1 minute. Jayden exited the garage. Jackson made no movements and stayed in the garage for 1 minute. Jackson exited the garage. Charlotte moved the celery to the blue_basket. Charlotte exited the garage. Nathan made no movements and stayed in the garage for 1 minute. Nathan exited the garage. Jack moved the celery to the red_bottle. Charlotte lost his gloves. Jack exited the garage. Jayden, Jackson, Charlotte, Nathan and Jack entered the waiting_room. Charlotte publicly claimed that celery is in the red_bottle now. Jack privately told Charlotte that the celery is in the green_bathtub now.",Where is the celery really?,"A. red_treasure_chest, B. blue_box, C. blue_bathtub, D. blue_suitcase, E. red_crate, F. red_bottle, G. blue_container, H. green_bottle, I. green_bathtub, J. blue_basket, K. red_pantry, L. green_treasure_chest, M. green_cupboard, N. blue_pantry, O. green_crate",red_bottle,Where is the celery really?,red_bottle
False,2,0,87,"Isla, Ethan, Mason, Jackson and Avery entered the playroom. The watermelon is in the blue_bathtub. Isla moved the watermelon to the green_bathtub. Isla exited the playroom. Ethan moved the watermelon to the blue_drawer. Ethan exited the playroom. Mason made no movements and stayed in the playroom for 1 minute. Mason exited the playroom. Jackson made no movements and stayed in the playroom for 1 minute. Jackson exited the playroom. Avery moved the watermelon to the blue_bathtub. Avery exited the playroom. Isla, Ethan, Mason, Jackson and Avery entered the waiting_room. Mason, Avery and Jackson entered the porch. The lime is in the green_pantry. Mason made no movements and stayed in the porch for 1 minute. Mason exited the porch. Avery moved the lime to the red_pantry. Avery exited the porch. Jackson made no movements and stayed in the porch for 1 minute. Jackson exited the porch. Mason, Avery and Jackson entered the waiting_room.",Where is the watermelon really?,"A. red_container, B. red_bottle, C. green_treasure_chest, D. green_box, E. blue_pantry, F. blue_bathtub, G. green_bathtub, H. blue_drawer, I. red_envelope, J. red_box, K. green_pantry, L. blue_treasure_chest, M. blue_basket, N. green_crate, O. red_pantry",blue_bathtub,Where is the watermelon really?,blue_bathtub
True,1,0,66,"Nathan, William, Hannah, Ava and Benjamin entered the pantry. The melon is in the blue_crate. Ava saw a cat. Nathan made no movements and stayed in the pantry for 1 minute. Nathan exited the pantry. William moved the melon to the green_bathtub. William exited the pantry. Hannah moved the melon to the blue_box. Hannah exited the pantry. Ava made no movements and stayed in the pantry for 1 minute. Ava exited the pantry. Benjamin moved the melon to the blue_crate. Benjamin exited the pantry. Nathan, William, Hannah, Ava and Benjamin entered the waiting_room. Hannah privately told Nathan that the melon is in the blue_crate now.",Where is the melon really?,"A. blue_crate, B. red_drawer, C. green_bathtub, D. red_treasure_chest, E. blue_box, F. green_suitcase, G. green_cupboard, H. green_treasure_chest, I. blue_pantry, J. green_crate, K. blue_drawer, L. green_drawer, M. red_container, N. red_bucket, O. red_crate",blue_crate,Where is the melon really?,blue_crate
True,1,0,57,"Jack dislikes the asparagus. Lily, James, Jack, Noah and Ava entered the back_yard. The celery is in the blue_treasure_chest. Lily made no movements and stayed in the back_yard for 1 minute. Lily exited the back_yard. James moved the celery to the green_suitcase. James exited the back_yard. Jack moved the celery to the blue_container. Jack exited the back_yard. Noah made no movements and stayed in the back_yard for 1 minute. Jack likes the red_container. Noah exited the back_yard. Ava made no movements and stayed in the back_yard for 1 minute. Lily likes the green_crate. Ava exited the back_yard. James likes the blue_bucket. Lily, James, Jack, Noah and Ava entered the waiting_room. Ava saw a dog. Jack publicly claimed that celery is in the red_suitcase now. Ava privately told Jack that the celery is in the green_suitcase now.",Where is the celery really?,"A. green_bathtub, B. green_basket, C. green_pantry, D. blue_bucket, E. green_crate, F. red_suitcase, G. blue_treasure_chest, H. green_suitcase, I. red_crate, J. blue_container, K. blue_pantry, L. red_container, M. red_bucket, N. red_pantry, O. blue_bathtub",blue_container,Where is the celery really?,blue_container
True,1,0,92,"Avery, Lily, Amelia, Isla and Oliver entered the bathroom. The orange is in the blue_basket. Avery made no movements and stayed in the bathroom for 1 minute. Avery exited the bathroom. Lily made no movements and stayed in the bathroom for 1 minute. Lily exited the bathroom. Amelia made no movements and stayed in the bathroom for 1 minute. Amelia exited the bathroom. Isla moved the orange to the red_suitcase. Isla exited the bathroom. Oliver moved the orange to the blue_basket. Oliver dislikes the orange. Oliver exited the bathroom. Avery, Lily, Amelia, Isla and Oliver entered the waiting_room. Amelia publicly claimed that orange is in the red_pantry now. Oliver privately told Amelia that the orange is in the red_crate now.",Where is the orange really?,"A. blue_crate, B. blue_treasure_chest, C. red_bottle, D. green_suitcase, E. red_drawer, F. blue_box, G. blue_suitcase, H. green_box, I. green_pantry, J. red_treasure_chest, K. red_pantry, L. blue_basket, M. blue_container, N. red_crate, O. red_suitcase",blue_basket,Where is the orange really?,blue_basket
False,2,0,45,"Aria, Amelia, Charlotte, Alexander and Isla entered the master_bedroom. The melon is in the red_bucket. Aria made no movements and stayed in the master_bedroom for 1 minute. Alexander saw a monkey. Aria exited the master_bedroom. Amelia made no movements and stayed in the master_bedroom for 1 minute. Amelia exited the master_bedroom. Alexander likes the blue_crate. Charlotte moved the melon to the green_treasure_chest. Charlotte exited the master_bedroom. Aria lost his phone. Alexander made no movements and stayed in the master_bedroom for 1 minute. Alexander exited the master_bedroom. Isla made no movements and stayed in the master_bedroom for 1 minute. Isla exited the master_bedroom. Aria, Amelia, Charlotte, Alexander and Isla entered the waiting_room. Amelia, Alexander and Charlotte entered the bathroom. The cucumber is in the red_suitcase. Amelia made no movements and stayed in the bathroom for 1 minute. Amelia exited the bathroom. Alexander made no movements and stayed in the bathroom for 1 minute. Alexander exited the bathroom. Charlotte made no movements and stayed in the bathroom for 1 minute. Charlotte exited the bathroom. Amelia, Alexander and Charlotte entered the waiting_room.",Where is the melon really?,"A. green_drawer, B. red_bucket, C. green_treasure_chest, D. blue_box, E. green_cupboard, F. green_crate, G. blue_treasure_chest, H. red_crate, I. blue_container, J. blue_crate, K. red_suitcase, L. green_bottle, M. green_box, N. red_pantry, O. red_container",green_treasure_chest,Where is the melon really?,green_treasure_chest
True,1,0,59,"Hannah, Alexander, Emily, Elizabeth and Olivia entered the garden. Hannah saw a mouse. The spinach is in the red_box. Hannah moved the spinach to the red_treasure_chest. Hannah exited the garden. Alexander made no movements and stayed in the garden for 1 minute. Alexander exited the garden. Emily moved the spinach to the blue_treasure_chest. Emily exited the garden. Elizabeth moved the spinach to the blue_crate. Elizabeth exited the garden. Olivia made no movements and stayed in the garden for 1 minute. Olivia exited the garden. Hannah, Alexander, Emily, Elizabeth and Olivia entered the waiting_room. Emily privately told Hannah that the spinach is in the red_treasure_chest now.",Where is the spinach really?,"A. red_container, B. green_bottle, C. red_envelope, D. red_drawer, E. green_cupboard, F. red_bottle, G. green_bathtub, H. blue_drawer, I. blue_bucket, J. red_bucket, K. red_box, L. blue_treasure_chest, M. blue_crate, N. blue_container, O. red_treasure_chest",blue_crate,Where is the spinach really?,blue_crate
True,1,0,68,"Oliver, Isabella, Olivia, William and Charlotte entered the front_yard. The radish is in the red_pantry. Oliver made no movements and stayed in the front_yard for 1 minute. Oliver exited the front_yard. Isabella moved the radish to the blue_suitcase. Isabella dislikes the apple. Isabella exited the front_yard. Olivia moved the radish to the red_treasure_chest. Olivia exited the front_yard. William moved the radish to the green_pantry. Charlotte dislikes the lettuce. William exited the front_yard. Olivia lost his phone. Charlotte moved the radish to the red_pantry. Charlotte exited the front_yard. Oliver, Isabella, Olivia, William and Charlotte entered the waiting_room. William publicly claimed that radish is in the blue_suitcase now. Charlotte privately told Oliver that the radish is in the red_pantry now.",Where is the radish really?,"A. blue_bucket, B. blue_box, C. green_bottle, D. green_crate, E. red_suitcase, F. red_pantry, G. green_pantry, H. blue_suitcase, I. red_treasure_chest, J. red_bottle, K. blue_drawer, L. red_container, M. green_basket, N. green_drawer, O. green_suitcase",red_pantry,Where is the radish really?,red_pantry
True,1,0,35,"Ava, Jayden, Isabella, James and Jackson entered the dining_room. Ava saw a mouse. The asparagus is in the green_treasure_chest. Ava made no movements and stayed in the dining_room for 1 minute. Ava exited the dining_room. Jayden moved the asparagus to the blue_bathtub. Jayden exited the dining_room. Isabella made no movements and stayed in the dining_room for 1 minute. Isabella exited the dining_room. James moved the asparagus to the blue_drawer. James exited the dining_room. Jackson made no movements and stayed in the dining_room for 1 minute. Jackson exited the dining_room. Ava, Jayden, Isabella, James and Jackson entered the waiting_room. Isabella publicly claimed that asparagus is in the green_pantry now. James saw a dog. Jackson privately told Isabella that the asparagus is in the green_treasure_chest now.",Where is the asparagus really?,"A. green_bottle, B. blue_basket, C. red_suitcase, D. red_drawer, E. blue_crate, F. blue_bathtub, G. green_treasure_chest, H. green_cupboard, I. blue_drawer, J. green_pantry, K. green_basket, L. blue_suitcase, M. red_crate, N. red_envelope, O. green_box",blue_drawer,Where is the asparagus really?,blue_drawer
False,2,0,80,"Hannah, Olivia, Avery, Oliver and Benjamin entered the basement. The lettuce is in the blue_crate. Hannah moved the lettuce to the red_bottle. Hannah exited the basement. Olivia made no movements and stayed in the basement for 1 minute. Olivia exited the basement. Avery made no movements and stayed in the basement for 1 minute. Avery lost his gloves. Avery exited the basement. Oliver moved the lettuce to the green_box. Oliver exited the basement. Benjamin made no movements and stayed in the basement for 1 minute. Benjamin exited the basement. Hannah, Olivia, Avery, Oliver and Benjamin entered the waiting_room. Benjamin, Oliver and Avery entered the living_room. The sweet_potato is in the red_box. Olivia likes the green_box. Benjamin moved the sweet_potato to the green_bathtub. Benjamin exited the living_room. Oliver made no movements and stayed in the living_room for 1 minute. Oliver exited the living_room. Olivia dislikes the corn. Avery made no movements and stayed in the living_room for 1 minute. Avery exited the living_room. Hannah likes the red_container. Benjamin, Oliver and Avery entered the waiting_room.",Where is the lettuce really?,"A. green_box, B. blue_crate, C. red_treasure_chest, D. red_drawer, E. red_bottle, F. red_box, G. blue_basket, H. red_bucket, I. green_pantry, J. green_bathtub, K. red_suitcase, L. blue_container, M. red_container, N. blue_bucket, O. green_crate",green_box,Where is the lettuce really?,green_box
True,1,0,43,"Nathan, Aria, Avery, Isabella and Mila entered the staircase. The peach is in the green_bathtub. Nathan made no movements and stayed in the staircase for 1 minute. Avery saw a monkey. Nathan exited the staircase. Aria made no movements and stayed in the staircase for 1 minute. Aria exited the staircase. Avery moved the peach to the green_treasure_chest. Avery exited the staircase. Mila dislikes the cucumber. Isabella moved the peach to the green_cupboard. Isabella exited the staircase. Mila moved the peach to the green_bathtub. Mila exited the staircase. Nathan, Aria, Avery, Isabella and Mila entered the waiting_room. Isabella lost his phone. Isabella publicly claimed that peach is in the green_treasure_chest now. Mila privately told Nathan that the peach is in the green_bathtub now.",Where is the peach really?,"A. green_treasure_chest, B. green_bathtub, C. blue_basket, D. green_cupboard, E. blue_container, F. green_pantry, G. blue_bucket, H. red_suitcase, I. green_basket, J. green_drawer, K. blue_bathtub, L. green_bottle, M. blue_treasure_chest, N. blue_drawer, O. red_pantry",green_bathtub,Where is the peach really?,green_bathtub
True,1,0,19,"Benjamin, Aria, Jackson, Ethan and Isla entered the patio. The persimmon is in the red_treasure_chest. Benjamin made no movements and stayed in the patio for 1 minute. Benjamin exited the patio. Jackson dislikes the orange. Aria moved the persimmon to the green_box. Ethan likes the red_drawer. Aria exited the patio. Jackson moved the persimmon to the green_treasure_chest. Jackson exited the patio. Ethan moved the persimmon to the blue_pantry. Ethan exited the patio. Isla moved the persimmon to the red_treasure_chest. Isla exited the patio. Benjamin, Aria, Jackson, Ethan and Isla entered the waiting_room. Ethan publicly claimed that persimmon is in the blue_pantry now. Ethan likes the green_drawer. Isla privately told Benjamin that the persimmon is in the red_treasure_chest now.",Where is the persimmon really?,"A. red_drawer, B. green_drawer, C. green_bottle, D. red_container, E. blue_suitcase, F. green_bathtub, G. blue_bathtub, H. blue_drawer, I. green_suitcase, J. red_envelope, K. red_treasure_chest, L. green_box, M. blue_treasure_chest, N. blue_pantry, O. green_treasure_chest",red_treasure_chest,Where is the persimmon really?,red_treasure_chest
False,2,0,26,"Hannah, Avery, Noah, Aria and Ava entered the master_bedroom. The grapes is in the blue_bucket. Hannah made no movements and stayed in the master_bedroom for 1 minute. Hannah exited the master_bedroom. Avery moved the grapes to the green_drawer. Avery exited the master_bedroom. Noah made no movements and stayed in the master_bedroom for 1 minute. Aria dislikes the grapes. Noah exited the master_bedroom. Aria moved the grapes to the green_bathtub. Aria exited the master_bedroom. Ava made no movements and stayed in the master_bedroom for 1 minute. Ava exited the master_bedroom. Hannah, Avery, Noah, Aria and Ava entered the waiting_room. Ava, Hannah and Noah entered the office. The cherry is in the blue_drawer. Ava made no movements and stayed in the office for 1 minute. Ava exited the office. Hannah moved the cherry to the blue_basket. Hannah exited the office. Noah moved the cherry to the blue_pantry. Noah exited the office. Ava, Hannah and Noah entered the waiting_room.",Where is the grapes really?,"A. blue_treasure_chest, B. blue_drawer, C. red_pantry, D. blue_pantry, E. blue_basket, F. blue_bucket, G. green_basket, H. green_drawer, I. blue_crate, J. green_bathtub, K. green_crate, L. red_bottle, M. red_drawer, N. green_pantry, O. red_suitcase",green_bathtub,Where is the grapes really?,green_bathtub
True,1,0,51,"Alexander, Ava, Jayden, Benjamin and Jackson entered the crawlspace. Alexander likes the blue_drawer. The tangerine is in the red_crate. Alexander moved the tangerine to the red_bottle. Alexander exited the crawlspace. Ava moved the tangerine to the blue_bucket. Ava exited the crawlspace. Jayden made no movements and stayed in the crawlspace for 1 minute. Jayden exited the crawlspace. Benjamin moved the tangerine to the green_box. Benjamin exited the crawlspace. Jackson made no movements and stayed in the crawlspace for 1 minute. Jackson exited the crawlspace. Jackson lost his watch. Alexander, Ava, Jayden, Benjamin and Jackson entered the waiting_room. Jayden publicly claimed that tangerine is in the blue_crate now. Jackson privately told Jayden that the tangerine is in the red_bottle now.",Where is the tangerine really?,"A. red_pantry, B. green_suitcase, C. green_cupboard, D. blue_drawer, E. red_drawer, F. green_bottle, G. green_basket, H. green_bathtub, I. red_envelope, J. green_drawer, K. red_crate, L. blue_crate, M. red_bottle, N. blue_bucket, O. green_box",green_box,Where is the tangerine really?,green_box
True,1,0,21,"Emma, Charlotte, Isabella, Olivia and Aria entered the TV_room. The lime is in the green_box. Emma made no movements and stayed in the TV_room for 1 minute. Emma exited the TV_room. Charlotte made no movements and stayed in the TV_room for 1 minute. Charlotte exited the TV_room. Isabella made no movements and stayed in the TV_room for 1 minute. Isabella exited the TV_room. Olivia made no movements and stayed in the TV_room for 1 minute. Olivia exited the TV_room. Aria made no movements and stayed in the TV_room for 1 minute. Aria exited the TV_room. Emma, Charlotte, Isabella, Olivia and Aria entered the waiting_room. Isabella publicly claimed that lime is in the blue_bathtub now. Aria privately told Isabella that the lime is in the blue_treasure_chest now.",Where is the lime really?,"A. red_suitcase, B. blue_drawer, C. green_cupboard, D. green_pantry, E. green_suitcase, F. red_container, G. red_envelope, H. blue_crate, I. red_bottle, J. green_bottle, K. green_bathtub, L. green_box, M. red_crate, N. blue_bathtub, O. blue_treasure_chest",green_box,Where is the lime really?,green_box
True,1,0,81,"Ethan dislikes the lime. Lily, Emily, Evelyn, Ethan and Nathan entered the master_bedroom. The apple is in the green_drawer. Lily moved the apple to the red_envelope. Lily exited the master_bedroom. Lily lost his gloves. Emily moved the apple to the green_basket. Emily exited the master_bedroom. Evelyn moved the apple to the green_treasure_chest. Evelyn lost his gloves. Evelyn exited the master_bedroom. Ethan moved the apple to the blue_bucket. Ethan exited the master_bedroom. Nathan made no movements and stayed in the master_bedroom for 1 minute. Evelyn dislikes the beans. Nathan exited the master_bedroom. Lily, Emily, Evelyn, Ethan and Nathan entered the waiting_room. Evelyn saw a mouse. Evelyn publicly claimed that apple is in the green_drawer now. Nathan privately told Evelyn that the apple is in the red_envelope now.",Where is the apple really?,"A. green_drawer, B. red_envelope, C. green_basket, D. green_treasure_chest, E. blue_bucket, F. green_box, G. red_box, H. red_pantry, I. blue_drawer, J. red_bucket, K. green_cupboard, L. green_suitcase, M. green_bathtub, N. red_bottle, O. blue_box",blue_bucket,Where is the apple really?,blue_bucket
False,2,0,10,"Avery, Mason, Amelia, Hannah and Mila entered the living_room. The radish is in the red_pantry. Avery moved the radish to the green_basket. Avery exited the living_room. Mason made no movements and stayed in the living_room for 1 minute. Mason exited the living_room. Amelia moved the radish to the blue_suitcase. Amelia exited the living_room. Hannah made no movements and stayed in the living_room for 1 minute. Hannah exited the living_room. Mila made no movements and stayed in the living_room for 1 minute. Mila exited the living_room. Avery, Mason, Amelia, Hannah and Mila entered the waiting_room. Amelia, Mason and Hannah entered the living_room. The radish is in the blue_suitcase. Amelia made no movements and stayed in the living_room for 1 minute. Amelia exited the living_room. Mason moved the radish to the red_envelope. Mason exited the living_room. Hannah moved the radish to the green_bottle. Hannah exited the living_room. Amelia, Mason and Hannah entered the waiting_room.",Where is the radish really?,"A. blue_bathtub, B. blue_container, C. blue_bucket, D. blue_box, E. green_treasure_chest, F. red_box, G. green_cupboard, H. red_treasure_chest, I. green_suitcase, J. blue_crate, K. red_pantry, L. green_basket, M. red_envelope, N. blue_suitcase, O. green_bottle",green_bottle,Where is the radish really?,green_bottle
False,2,0,16,"Elizabeth, Mila, Benjamin, Ethan and Jackson entered the garden. The cherry is in the blue_drawer. Elizabeth moved the cherry to the red_container. Elizabeth exited the garden. Mila moved the cherry to the green_basket. Mila exited the garden. Benjamin moved the cherry to the blue_pantry. Benjamin exited the garden. Ethan moved the cherry to the blue_treasure_chest. Ethan exited the garden. Jackson made no movements and stayed in the garden for 1 minute. Jackson exited the garden. Elizabeth, Mila, Benjamin, Ethan and Jackson entered the waiting_room. Jackson, Mila and Benjamin entered the garden. The cherry is in the blue_treasure_chest. Jackson made no movements and stayed in the garden for 1 minute. Jackson exited the garden. Mila moved the cherry to the red_container. Mila exited the garden. Benjamin moved the cherry to the green_basket. Benjamin exited the garden. Jackson, Mila and Benjamin entered the waiting_room.",Where is the cherry really?,"A. red_bucket, B. red_drawer, C. green_pantry, D. blue_box, E. green_suitcase, F. green_bathtub, G. green_drawer, H. red_box, I. blue_bucket, J. red_treasure_chest, K. blue_treasure_chest, L. blue_drawer, M. green_basket, N. blue_pantry, O. red_container",green_basket,Where is the cherry really?,green_basket
True,1,0,75,"Aria, Ava, Hannah, Charlotte and Ethan entered the dining_room. The strawberry is in the blue_suitcase. Aria made no movements and stayed in the dining_room for 1 minute. Aria exited the dining_room. Ava made no movements and stayed in the dining_room for 1 minute. Ava saw a dog. Ava exited the dining_room. Hannah made no movements and stayed in the dining_room for 1 minute. Hannah exited the dining_room. Charlotte moved the strawberry to the blue_container. Charlotte exited the dining_room. Ava lost his gloves. Ethan moved the strawberry to the blue_suitcase. Ethan exited the dining_room. Hannah lost his phone. Aria, Ava, Hannah, Charlotte and Ethan entered the waiting_room. Hannah publicly claimed that strawberry is in the red_container now. Ethan privately told Hannah that the strawberry is in the blue_container now.",Where is the strawberry really?,"A. green_crate, B. blue_drawer, C. green_box, D. red_bottle, E. red_bucket, F. red_container, G. blue_suitcase, H. blue_crate, I. blue_container, J. green_drawer, K. red_crate, L. green_cupboard, M. red_suitcase, N. green_basket, O. green_bottle",blue_suitcase,Where is the strawberry really?,blue_suitcase
True,1,0,69,"Hannah, James, Lily, Olivia and Amelia entered the dining_room. The pineapple is in the green_basket. Hannah moved the pineapple to the red_container. Hannah exited the dining_room. James moved the pineapple to the blue_container. James exited the dining_room. Lily made no movements and stayed in the dining_room for 1 minute. Lily exited the dining_room. Olivia moved the pineapple to the blue_bathtub. Olivia exited the dining_room. Amelia moved the pineapple to the green_basket. Amelia exited the dining_room. Hannah, James, Lily, Olivia and Amelia entered the waiting_room. Olivia publicly claimed that pineapple is in the red_container now. Amelia privately told Hannah that the pineapple is in the green_basket now.",Where is the pineapple really?,"A. green_crate, B. green_treasure_chest, C. red_box, D. red_pantry, E. blue_drawer, F. red_treasure_chest, G. green_basket, H. red_container, I. blue_container, J. blue_bathtub, K. blue_treasure_chest, L. blue_basket, M. green_cupboard, N. green_suitcase, O. red_crate",green_basket,Where is the pineapple really?,green_basket
True,1,0,72,"William, Ava, Oliver, James and Jack entered the workshop. The persimmon is in the blue_box. William made no movements and stayed in the workshop for 1 minute. William exited the workshop. Ava moved the persimmon to the green_pantry. Ava saw a dog. Ava exited the workshop. Oliver moved the persimmon to the blue_treasure_chest. Oliver exited the workshop. James moved the persimmon to the green_cupboard. James exited the workshop. Jack moved the persimmon to the blue_box. Jack exited the workshop. William, Ava, Oliver, James and Jack entered the waiting_room. Oliver publicly claimed that persimmon is in the blue_box now. Jack privately told Oliver that the persimmon is in the green_basket now.",Where is the persimmon really?,"A. blue_bathtub, B. blue_pantry, C. red_bucket, D. red_box, E. blue_suitcase, F. blue_treasure_chest, G. blue_box, H. green_pantry, I. green_cupboard, J. green_basket, K. red_drawer, L. blue_drawer, M. blue_container, N. blue_crate, O. red_suitcase",blue_box,Where is the persimmon really?,blue_box
False,2,0,28,"Avery, Benjamin, Mila, Gracie and Ethan entered the TV_room. The strawberry is in the red_envelope. Avery moved the strawberry to the blue_basket. Mila likes the red_drawer. Avery exited the TV_room. Benjamin moved the strawberry to the blue_bathtub. Benjamin exited the TV_room. Mila made no movements and stayed in the TV_room for 1 minute. Mila exited the TV_room. Gracie moved the strawberry to the blue_box. Gracie exited the TV_room. Mila likes the blue_container. Ethan made no movements and stayed in the TV_room for 1 minute. Ethan exited the TV_room. Benjamin dislikes the grapefruit. Avery, Benjamin, Mila, Gracie and Ethan entered the waiting_room. Benjamin, Gracie and Avery entered the TV_room. The grapefruit is in the blue_bathtub. Mila saw a mouse. Benjamin made no movements and stayed in the TV_room for 1 minute. Benjamin exited the TV_room. Gracie made no movements and stayed in the TV_room for 1 minute. Gracie exited the TV_room. Avery made no movements and stayed in the TV_room for 1 minute. Avery exited the TV_room. Benjamin, Gracie and Avery entered the waiting_room.",Where is the strawberry really?,"A. blue_container, B. blue_bucket, C. blue_crate, D. green_suitcase, E. red_suitcase, F. red_drawer, G. green_basket, H. blue_suitcase, I. red_box, J. green_pantry, K. red_envelope, L. blue_bathtub, M. blue_basket, N. green_crate, O. blue_box",blue_box,Where is the strawberry really?,blue_box
True,1,0,86,"Jackson, Amelia, James, Lily and Avery entered the front_yard. The strawberry is in the red_box. Jackson made no movements and stayed in the front_yard for 1 minute. Jackson exited the front_yard. Amelia made no movements and stayed in the front_yard for 1 minute. Amelia exited the front_yard. James made no movements and stayed in the front_yard for 1 minute. James exited the front_yard. Lily moved the strawberry to the red_drawer. Lily exited the front_yard. Avery moved the strawberry to the red_box. Avery exited the front_yard. Jackson, Amelia, James, Lily and Avery entered the waiting_room. Lily publicly claimed that strawberry is in the green_bottle now. Avery privately told Jackson that the strawberry is in the red_box now.",Where is the strawberry really?,"A. green_bottle, B. red_box, C. red_drawer, D. green_cupboard, E. blue_crate, F. green_bathtub, G. red_envelope, H. red_container, I. blue_treasure_chest, J. blue_box, K. blue_container, L. blue_drawer, M. red_bottle, N. blue_basket, O. green_crate",red_box,Where is the strawberry really?,red_box
True,1,0,56,"Mason, Elizabeth, Avery, Olivia and Charlotte entered the workshop. The lettuce is in the red_pantry. Mason moved the lettuce to the blue_basket. Mason exited the workshop. Elizabeth moved the lettuce to the green_crate. Elizabeth exited the workshop. Avery moved the lettuce to the green_basket. Avery exited the workshop. Olivia made no movements and stayed in the workshop for 1 minute. Olivia exited the workshop. Charlotte made no movements and stayed in the workshop for 1 minute. Charlotte exited the workshop. Mason, Elizabeth, Avery, Olivia and Charlotte entered the waiting_room. Elizabeth lost his watch. Avery privately told Mason that the lettuce is in the green_crate now.",Where is the lettuce really?,"A. green_bathtub, B. red_pantry, C. green_crate, D. blue_basket, E. green_basket, F. blue_treasure_chest, G. red_drawer, H. green_pantry, I. red_bucket, J. blue_crate, K. green_drawer, L. blue_bucket, M. red_suitcase, N. red_box, O. red_envelope",green_basket,Where is the lettuce really?,green_basket
True,1,0,44,"Isla, Isabella, Benjamin, Jack and Gracie entered the workshop. The pear is in the green_crate. Isla made no movements and stayed in the workshop for 1 minute. Isla exited the workshop. Isabella moved the pear to the blue_basket. Isabella exited the workshop. Benjamin made no movements and stayed in the workshop for 1 minute. Benjamin exited the workshop. Jack moved the pear to the red_drawer. Jack exited the workshop. Gracie made no movements and stayed in the workshop for 1 minute. Gracie exited the workshop. Isla, Isabella, Benjamin, Jack and Gracie entered the waiting_room. Benjamin privately told Isla that the pear is in the blue_basket now.",Where is the pear really?,"A. red_box, B. red_bucket, C. red_envelope, D. blue_crate, E. green_suitcase, F. green_crate, G. blue_bathtub, H. green_basket, I. blue_basket, J. red_drawer, K. red_crate, L. blue_drawer, M. blue_treasure_chest, N. blue_box, O. green_cupboard",red_drawer,Where is the pear really?,red_drawer
False,2,0,17,"James, Avery, Charlotte, Isla and Oliver entered the sunroom. The beans is in the red_envelope. James made no movements and stayed in the sunroom for 1 minute. James exited the sunroom. Avery moved the beans to the blue_box. Avery exited the sunroom. Charlotte made no movements and stayed in the sunroom for 1 minute. Charlotte exited the sunroom. Isla moved the beans to the blue_suitcase. Isla exited the sunroom. Oliver moved the beans to the red_envelope. Oliver exited the sunroom. James, Avery, Charlotte, Isla and Oliver entered the waiting_room. Avery, Oliver and Charlotte entered the bedroom. The cucumber is in the green_drawer. Avery made no movements and stayed in the bedroom for 1 minute. Avery exited the bedroom. Oliver moved the cucumber to the green_basket. Charlotte dislikes the cucumber. Oliver exited the bedroom. Isla likes the blue_bathtub. Charlotte moved the cucumber to the green_bottle. Charlotte exited the bedroom. Avery, Oliver and Charlotte entered the waiting_room.",Where is the beans really?,"A. blue_bathtub, B. green_pantry, C. green_bathtub, D. red_box, E. red_suitcase, F. green_drawer, G. green_treasure_chest, H. green_basket, I. blue_container, J. green_bottle, K. blue_suitcase, L. red_envelope, M. green_cupboard, N. blue_box, O. green_box",red_envelope,Where is the beans really?,red_envelope
